	movie_id	title	user_rating	metascore	MPAA_rating	nudity	violence	profanity	alcohol	frightening	Unnamed: 0	Unnamed: 0.1	one	two	three	four	five	six	seven	eight	nine	ten	lower	median	upper	skewness	binned	box_office
20	tt1230168	Same Kind of Different as Me	66	47	Rated PG-13 for thematic elements including some violence and language	None	None	Mild	None	None	352	352	160	74	107	180	463	875	1163	824	432	736	5.808	7.057179707652622	8.39623786407767	-0.034725729817901736	0.0	6423605.0
21	tt1255919	Holmes & Watson	38	24	Rated PG-13 for crude sexual material, some violence, language and drug references	Moderate	Mild	Moderate	Moderate	Mild	216	216	5694	2767	2929	3272	3451	2365	1443	720	272	1297	1.6295627032887603	3.718520782396088	5.518816067653277	0.07422061943688901	0.1	30573626.0
22	tt1259528	Den of Thieves	70	49	Rated R for violence, language and some sexuality/nudity	Mild	Moderate	Severe	Mild	Moderate	163	163	777	450	837	1612	4479	12703	26907	17875	5726	5025	6.361430370778557	7.144349054149478	8.03304895104895	-0.0632807117467197	0.0	44947622.0
23	tt1270797	Venom	67	35	Rated PG-13 for intense sequences of sci-fi violence and action, and for language	Mild	Moderate	Moderate	Mild	Moderate	30	30	4375	3335	6404	11788	26024	56747	88524	59452	23369	34768	5.9717518106684055	7.050359224617053	8.154183206620466	-0.011554346267899484	0.0	213515506.0
24	tt1285009	The Strangers: Prey at Night	52	48	Rated R for horror violence and terror throughout, and for language	Mild	Severe	Moderate	Mild	Severe	244	244	1661	1311	1984	3000	4702	4699	3134	1523	543	1188	3.82675	5.332943428328371	6.644144862795152	0.06921003386374464	0.1	24586708.0
25	tt1293847	xXx: Return of Xander Cage	52	42	Rated PG-13 for extended sequences of gunplay and violent action, and for sexual material and langua	Mild	Moderate	Moderate	Mild	None	166	166	5707	3865	5679	9552	16560	16956	10269	4654	1920	5203	4.0067263400335005	5.428713768115943	6.690354464894343	0.05974998168285984	0.1	44898413.0
26	tt1298644	The Hustle	54	35	Rated PG-13 on appeal for crude sexual content and language	Mild	None	Mild	Mild	None	196	196	1725	1033	1652	2733	5672	6965	4451	1965	744	1236	4.46377607025247	5.682770997846374	6.8037519658503705	0.04188673899346538	0.1	35417038.0
27	tt1308728	The Happytime Murders	54	27	Rated R for strong crude and sexual content and language throughout, and some drug material	Severe	Moderate	Severe	Moderate	Moderate	262	262	1485	952	1391	2116	3602	4633	3469	1559	565	1035	4.1492202268431	5.6850852579322275	6.911141539348518	0.11217146131936652	0.1	20706452.0
28	tt1365519	Tomb Raider	63	48	Rated PG-13 for sequences of violence and action, and for some language	None	Moderate	Mild	Mild	Mild	125	125	3002	2154	4040	8512	21273	45174	48744	21515	7046	11798	5.595929074246248	6.550754964713605	7.4393668964385355	0.03591873723393767	0.0	58250803.0
29	tt1389072	Downsizing	57	63	Rated R for language including sexual references, some graphic nudity and drug use.	Moderate	None	Moderate	Moderate	None	243	243	3970	3121	5056	8697	16375	21342	15014	6576	2092	2109	4.514900763358779	5.732265017336707	6.813240975089916	0.059342083268860486	0.1	24449754.0
30	tt1396484	It	73	69	Rated R for violence/horror, bloody images, and for language	Mild	Severe	Severe	Mild	Severe	17	17	7394	3858	5716	9568	21219	48447	100868	111413	56935	46560	6.567340484593728	7.580053494655022	8.508790726266795	0.04325414921638947	0.1	327481748.0
31	tt1412528	Table 19	58	40	Rated PG-13 for thematic elements, sexual content, drug use, language and some brief nudity	Mild	None	Mild	Mild	None	387	387	479	518	1054	2040	4455	6571	4990	2140	765	977	4.927890011223345	6.024805965606452	7.0761022044088175	0.02123613101417853	0.0	3614896.0
32	tt1413492	12 Strong	66	54	rated R for war violence and language throughout	None	Severe	Moderate	Mild	Moderate	158	158	1356	572	912	1871	5039	12557	17108	8796	2935	3762	5.8167157760611605	6.800853401917232	7.700773078672124	0.04470031191963637	0.1	45819713.0
33	tt1458169	Kidnap	59	44	Rated R for violence and peril	None	Moderate	Mild	None	Moderate	214	214	1597	961	1337	2125	4442	7294	6092	3123	1299	2207	4.860029266096354	6.154853304085551	7.337450755088643	0.04529975520304168	0.1	30971040.0
34	tt1469304	Baywatch	55	37	Rated R for language throughout, crude sexual content, and graphic nudity	Moderate	Moderate	Severe	Mild	Mild	126	126	5793	4732	8016	13958	27646	37654	25229	10847	3861	8708	4.648737611227665	5.847293780209272	6.976990764596298	0.029575471419401568	0.0	58060186.0
35	tt1477834	Aquaman	70	55	Rated PG-13 for sequences of sci-fi violence and action, and for some language	Mild	Moderate	Mild	Mild	Mild	15	15	5884	3745	6191	10861	21829	44648	77439	70632	34111	39520	6.176514065579645	7.329969395265953	8.428021293464719	0.02460726343729421	0.0	335061807.0
36	tt1478839	The Art of Racing in the Rain	75	43	Rated PG for thematic material	None	None	None	None	Mild	237	237	171	65	98	163	391	972	2195	2753	1596	2127	6.852050113895216	7.939702143116598	9.183114035087721	-0.06681921560952017	0.0	26395642.0
37	tt1485796	The Greatest Showman	76	48	Rated PG for thematic elements including a brawl	None	Mild	None	Mild	Mild	43	43	2028	1283	2124	3873	8374	18685	37855	49541	34287	51757	6.9249042398626335	8.119315314587919	9.479737218187653	-0.06497913181913352	0.0	174340174.0
38	tt1489887	Booksmart	72	84	Rated R for strong sexual content and language throughout, drug use and drinking - all involving tee	Moderate	None	Severe	Moderate	None	247	247	2487	639	757	1211	2712	6058	11658	12836	6621	5092	6.277773192472763	7.4582689998284435	8.437305235275787	0.09328853099435802	0.1	22680962.0
39	tt1502407	Halloween	66	67	Rated R for horror violence and bloody images, language, brief drug use and nudity	Mild	Severe	Moderate	Mild	Severe	52	52	2753	1747	2838	5037	10811	20520	26809	17806	6702	8317	5.629093567251462	6.797064418665372	7.8925643041671325	0.03201762882558983	0.0	159342015.0
40	tt1517451	A Star Is Born	77	88	Rated R for language throughout, some sexuality/nudity and substance abuse	Moderate	Mild	Severe	Severe	Moderate	28	28	4494	1763	2509	4117	10011	25030	55889	76447	52428	54229	6.9259380200039375	8.018601122346201	9.166204127565424	-0.02452382897349629	0.0	215288866.0
41	tt1560220	Zombieland: Double Tap	72	56	Rated R for bloody violence, language throughout, some drug and sexual content	Mild	Severe	Severe	Moderate	Moderate	233	233	449	215	332	614	1745	4819	10440	8511	3155	3498	6.525909961685826	7.334770114942526	8.289507695922923	-0.08271581715701902	-0.1	72967192.0
42	tt1563742	Overboard	60	42	Rated PG-13 for suggestive material, partial nudity and some language.	Mild	None	Mild	Mild	None	145	145	1327	689	1086	1810	4140	7126	6041	3172	1189	2367	5.061533816425121	6.260805500982318	7.41578381062738	0.018814218974711985	0.0	50316123.0
43	tt1571234	Mortal Engines	61	44	Rated PG-13 for sequences of futuristic violence and action	None	Moderate	Mild	Mild	Mild	292	292	1856	1705	3106	6152	12833	22145	20783	10412	3488	4356	5.1927452661108084	6.302257846014903	7.333854592695952	0.03639040391613706	0.0	15951040.0
44	tt1590193	The Commuter	63	56	Rated PG-13 for some intense action/violence, and language.	None	Moderate	Moderate	Mild	Moderate	189	189	787	846	1719	4149	11499	27029	26879	10453	3134	3659	5.630914943209146	6.464778571164305	7.303099073626251	-0.0026653012821473863	0.0	36343858.0
45	tt1615160	The Foreigner	70	55	Rated R for violence, language and some sexual material	Mild	Moderate	Severe	Mild	Moderate	198	198	509	300	610	1410	4552	14673	31052	20341	6532	6525	6.470830777618756	7.182661342264589	8.078732609016273	-0.1145845464618427	-0.1	34393507.0
46	tt1620680	A Wrinkle in Time	42	53	rated PG for thematic elements and some peril	None	Mild	None	None	Mild	84	84	7133	3394	4331	5163	5772	4308	2615	1524	796	2135	2.136343547436653	4.221963974433469	5.984041318477251	0.08408744714518783	0.1	100478608.0
47	tt1620981	The Addams Family	59	46	Rated PG for macabre and suggestive humor, and some action.	None	Mild	None	Mild	Mild	220	220	395	217	332	629	1230	1793	1488	735	288	607	4.789024390243903	6.0878416062465135	7.299395161290323	0.034761263939680286	0.0	97185807.0
48	tt1648190	The Dark Tower	56	34	Rated PG-13 for thematic material including sequences of gun violence and action.	None	Moderate	Mild	Mild	Moderate	144	144	3919	3275	5976	11094	23054	31216	21562	8664	2933	4629	4.708922529712847	5.847353921066119	6.90383545125684	0.03733626986208858	0.0	50701325.0
49	tt1666185	All Eyez on Me	58	38	Rated R for language throughout, drug use, violence, some nudity and sexuality	Moderate	Moderate	Severe	Moderate	Moderate	165	165	1077	556	798	1475	2801	4441	3726	1785	723	2035	4.83853980721171	6.175861292501688	7.416465378421901	0.03751752977273275	0.0	44922302.0
50	tt1677720	Ready Player One	75	64	Rated PG-13 for sequences of sci-fi action violence, bloody images, some suggestive material, partia	Mild	Moderate	Moderate	None	Mild	60	60	3092	1975	3349	6168	13397	33942	75666	93017	49516	41890	6.7455528242539575	7.751749680165992	8.72019145326763	0.01911999606188781	0.0	137690172.0
51	tt1691916	Before I Fall	64	58	Rated PG-13 for mature thematic content involving drinking, sexuality, bullying, some violent images	Mild	Mild	Moderate	Mild	Mild	309	309	693	468	830	1825	4765	10029	10894	5969	2442	3300	5.671776847143287	6.683357811639434	7.7357597587535585	-0.01977777160283166	0.0	12241122.0
52	tt1724970	Beyond Skyline	53	46	Rated R for sequences of bloody sci-fi violence, and language throughout.	Mild	Severe	Moderate	Moderate	Moderate	454	454	712	688	1179	2063	3491	3618	2223	1003	323	851	4.2071013087736295	5.483529074763679	6.662955465587045	0.0394980194151856	0.1	-1.0
53	tt1727824	Bohemian Rhapsody	80	49	Rated PG-13 for thematic elements, suggestive material, drug content and language	Mild	None	Mild	Moderate	Mild	27	27	3154	1323	2298	4553	10169	24918	59286	103456	93390	93431	7.38687885841514	8.39205072687906	9.44042724060392	-0.02103901989145748	0.0	216428042.0
54	tt1730768	The Zookeeper's Wife	70	57	Rated PG-13 for thematic elements, disturbing images, violence, brief sexuality, nudity and smoking	Moderate	Moderate	None	Mild	Moderate	281	281	1183	432	316	666	1752	5135	11171	7683	2928	2471	6.295569620253165	7.1610419837078165	8.104939476766887	-0.043343890870123886	0.0	17571660.0
55	tt1753383	A Dog's Purpose	71	43	Rated PG for thematic elements and some peril	None	Mild	None	Mild	Mild	119	119	5826	388	544	1086	2643	6663	12349	10460	5794	13096	6.134136274951223	7.493967122843954	9.221047635484984	-0.11896994174941128	-0.1	64508620.0
56	tt1758810	The Snowman	51	23	Rated R for grisly images, violence, some language, sexuality and brief nudity	Moderate	Severe	Moderate	Mild	Severe	348	348	2541	2780	4522	6831	11227	12156	7193	2564	809	1289	3.9589371980676327	5.3267569252694384	6.407617637380718	0.11718924629096475	0.1	6700035.0
57	tt1781058	Wilson	58	49	Rated R for language throughout and some sexuality	Mild	None	Severe	Mild	Mild	471	471	217	202	384	741	1839	2632	1877	790	273	297	4.918162044589451	5.97226443768997	6.9922749067661165	0.016436870262013712	0.0	653951.0
58	tt1790809	Pirates of the Caribbean: Dead Men Tell No Tales	66	39	Rated PG-13 for sequences of adventure violence, and some suggestive conten	Mild	Moderate	Mild	Mild	Moderate	44	44	3134	2653	5214	10913	23721	50394	67277	38183	14975	22473	5.779780330991787	6.848402871709499	7.916330565958673	0.00032521887722075735	0.0	172558876.0
59	tt1801552	Gotti	48	24	Rated R for strong violence and pervasive language	None	Severe	Severe	Mild	Moderate	376	376	1310	814	961	1397	2132	2132	1237	551	254	945	3.3420915712799166	5.149390243902438	6.5434518997574775	0.12908169476942413	0.1	4343227.0
60	tt1825683	Black Panther	73	88	Rated PG-13 for prolonged sequences of action violence, and a brief rude gesture	None	Moderate	Mild	None	Moderate	1	1	18526	5649	7318	12276	27698	64123	130975	134420	70373	83181	6.523246802824968	7.5796347269751525	8.712002472539185	-0.034713706269355805	0.0	700059566.0
61	tt1846589	Hunter Killer	66	43	Rated R for violence and some language	None	Moderate	Moderate	None	Mild	293	293	847	467	821	1592	3609	8466	12404	7798	3061	3425	5.8881998582565584	6.938810061270558	7.969543472685304	0.00954998082078385	0.0	15767460.0
62	tt1856101	Blade Runner 2049	80	81	Rated R for violence, some sexuality, nudity and language	Moderate	Moderate	Moderate	Mild	Moderate	89	89	6303	3204	4351	6558	13281	29230	64489	106231	95965	73428	7.086658189768798	8.197574154437026	9.215187828895953	0.043834151281805636	0.1	92054159.0
63	tt1946502	UglyDolls	48	39	Rated PG for thematic elements and brief action	None	Mild	Mild	None	Mild	268	268	414	242	295	492	661	625	382	223	100	383	3.5066056910569112	5.2042360060514365	6.850130890052356	0.015473318702413719	0.0	20150241.0
64	tt1959563	The Hitman's Bodyguard	69	47	Rated R for strong violence and language throughout	Mild	Severe	Severe	Mild	Mild	103	103	1364	931	1938	4211	11344	30520	57251	37061	13147	12064	6.242783420707733	7.10448725786449	8.03463883867138	-0.03819936751812158	0.0	75468583.0
65	tt1961175	American Assassin	62	45	Rated R for strong violence throughout, some torture, language and brief nudity	Mild	Severe	Severe	Mild	Severe	191	191	1820	996	1725	3570	8143	16060	15628	7181	2443	3783	5.387418641778215	6.397914072229142	7.376487714358842	0.01604860724107909	0.0	36249674.0
66	tt1966359	Father Figures	55	22	Rated R for language and sexual references throughout	Mild	Mild	Severe	Mild	Moderate	279	279	532	492	854	1640	3649	4427	2497	871	264	472	4.611400383666758	5.654054664558393	6.57188626351622	0.06366925832865011	0.1	17501244.0
67	tt1972591	King Arthur: Legend of the Sword	67	41	Rated PG-13 for sequences of violence and action, some suggestive content and brief strong language	Mild	Moderate	Moderate	None	Moderate	184	184	2906	2122	3661	6635	14494	30234	46872	34812	15663	18511	5.968330356552228	7.095302099334358	8.218387337699644	0.0017272915527960346	0.0	39175066.0
68	tt1979376	Toy Story 4	79	84	None	None	Mild	None	None	Mild	7	7	1201	393	538	1243	3142	9521	27222	43671	28153	21425	7.164508485783558	8.072336333035652	9.048813625546122	-0.03643223372358103	0.0	434038008.0
69	tt1981128	Geostorm	53	21	Rated PG-13 for destruction, action and violence	Mild	Mild	Mild	None	Moderate	203	203	4008	4158	6010	9473	16596	19304	13067	5737	2130	3916	4.230893064499103	5.601248445917944	6.78700160710186	0.07222002397713326	0.1	33700160.0
70	tt1987680	The Upside	69	46	Rated PG-13 for suggestive content and drug use	Mild	None	Mild	Mild	Mild	74	74	2303	358	434	707	1764	4866	9361	7212	3000	4596	6.133836826962598	7.233735711996582	8.353820022185246	-0.009092602681911548	0.0	108252517.0
71	tt1999890	Hell Fest	55	26	Rated R for horror violence, and language including some sexual references	Mild	Severe	Moderate	Mild	Moderate	316	316	451	388	732	1304	2206	2686	1755	813	259	529	4.427722392638037	5.678890543559196	6.8277777777777775	0.04261606516910532	0.1	11107431.0
72	tt2039338	Flatliners	52	27	Rated PG - 13 for violence and terror, sexual  content, language, thematic material, and some drug  	Moderate	Moderate	Moderate	Mild	Moderate	286	286	1556	1599	2650	4592	8466	9039	5125	2061	694	1375	4.258765243902439	5.466394991731632	6.496210864033633	0.07947181997512291	0.1	16883115.0
73	tt2062700	Song to Song	57	54	Rated R for some sexuality, nudity, drug use and language	Moderate	Mild	Mild	Moderate	None	484	484	1069	767	1041	1644	2548	2919	2735	1853	849	1013	4.2496958637469575	5.89397053785543	7.355758683729434	0.058751718432886436	0.1	443684.0
74	tt2066051	Rocketman	74	69	Rated R for language throughout, some drug use and sexual content	Moderate	Mild	Moderate	Severe	Moderate	88	88	1237	446	685	1263	3311	9419	21722	24047	11213	8366	6.687195009667617	7.615253461970307	8.464725329562937	0.0442111078671718	0.1	96368160.0
75	tt2072233	Sleepless	56	34	Rated R for strong violence and language throughout	Mild	Severe	Severe	Moderate	Moderate	261	261	854	780	1407	2655	5725	7684	4569	1668	532	1006	4.6788646288209605	5.762753774076002	6.730903917706281	0.05640194232715354	0.1	20783704.0
76	tt2091256	Captain Underpants: The First Epic Movie	62	69	Rated PG for mild rude humor throughout	Mild	Mild	Mild	None	Mild	105	105	663	426	720	1506	3183	5663	5641	2781	914	1511	5.2656299088909835	6.38398375419389	7.403208650948414	0.04637440792144629	0.1	73921000.0
77	tt2119543	The House with a Clock in Its Walls	60	57	Rated PG for thematic elements including sorcery, some action, scary images, rude humor and language	None	Mild	Mild	None	Moderate	113	113	876	617	1173	2467	6135	11381	8612	3631	1156	1740	5.203178484107579	6.170064141991037	7.160938225731537	-0.012252997825536523	0.0	68549695.0
78	tt2126357	Second Act	58	46	Rated PG-13 for some crude sexual references, and language	Mild	None	Moderate	Mild	None	183	183	616	377	654	1427	3127	4818	3398	1486	537	1023	4.913095618803966	6.025217932752179	7.1116097704532075	0.01170357544793743	0.0	39282227.0
79	tt2139881	Long Shot	69	67	Rated R for strong sexual content, language throughout and some drug use	Moderate	Mild	Severe	Moderate	Mild	219	219	1188	592	823	1433	3756	9708	18923	12876	4526	3979	6.185929130613928	7.102547164825872	8.038210624417522	-0.010282144179172429	0.0	30316271.0
80	tt2226597	The Mountain Between Us	64	48	Rated PG-13 for a scene of sexuality, peril, injury images, and brief strong language	Mild	Mild	Mild	None	Mild	218	218	994	658	1241	2655	6692	15279	17113	8382	3072	3968	5.681523659925388	6.646555250394437	7.548735385349557	0.03366059384596585	0.0	30348555.0
81	tt2231461	Rampage	61	45	Rated PG-13 for sequences of violence, action and destruction, brief language, and crude gestures.	None	Moderate	Moderate	None	Moderate	83	83	2022	1802	3664	7722	18183	34536	29234	12194	4717	10421	5.375199362041466	6.335490502663888	7.370296572484094	-0.03734902179591346	0.0	101028233.0
82	tt2239822	Valerian and the City of a Thousand Planets	65	51	Rated PG-13 for sci-fi violence and action, suggestive material and brief language	Mild	Mild	Mild	None	None	175	175	3120	2569	4223	7823	16261	30859	39657	23538	9376	10607	5.597613338086134	6.731018483495978	7.776690882827767	0.04026141533593591	0.1	41189488.0
83	tt2250912	Spider-Man: Homecoming	74	73	Rated PG-13 for sci-fi action violence, some language and brief suggestive comments	Mild	Mild	Moderate	None	Mild	16	16	6410	2271	3281	6131	16122	47816	129224	142903	60851	47972	6.760897743453229	7.6416030454224195	8.451559799304423	0.041846652820020605	0.1	334201140.0
84	tt2274648	Hellboy	52	31	Rated R for strong bloody violence and gore throughout, and language	Mild	Severe	Moderate	Moderate	Severe	253	253	3786	2890	4757	7148	11628	12360	8182	3750	1466	2932	3.9605134303301615	5.43468352253182	6.696192862380836	0.07773599123535863	0.1	21903748.0
85	tt2283336	Men in Black: International	56	38	Rated PG-13 for sci-fi action, some language and suggestive material.	Mild	Mild	Mild	Mild	Mild	101	101	3680	2156	3590	6863	14902	21239	14414	5403	1616	3322	4.701801771574285	5.848486275248362	6.87871166921049	0.053497441413817896	0.1	80001807.0
86	tt2283362	Jumanji: Welcome to the Jungle	69	58	Rated PG-13 for adventure action, suggestive content and some language	Mild	Mild	Mild	Mild	Mild	11	11	2502	1521	2741	5632	16411	47094	89352	57331	20541	21032	6.290594343228436	7.128721237353389	8.07324571348834	-0.05968501962023361	0.0	404540171.0
87	tt2291540	My Friend Dahmer	62	68	R for disturbing images, language, teen drug use, drinking and sexual content, and for brief nudity	Moderate	Moderate	Mild	Moderate	Moderate	442	442	316	212	367	794	1848	3673	3620	1537	383	628	5.395833333333332	6.3581540974680095	7.2799723756906065	0.021496548291576902	0.0	1361611.0
88	tt2296777	Sherlock Gnomes	51	36	Rated PG for some rude and suggestive humor.	None	Moderate	Mild	Mild	Mild	170	170	636	408	628	1037	1915	1900	1057	442	147	630	4.009161041465768	5.383028720626632	6.571901608325449	0.07218631251806168	0.1	43242871.0
89	tt2316204	Alien: Covenant	64	65	Rated R for sci-fi violence, bloody images, language and some sexuality/nudity	Moderate	Severe	Severe	Mild	Severe	104	104	6338	4079	7007	12512	26539	54902	67090	34856	10972	11035	5.542940147899895	6.593724847220153	7.470643911164108	0.09019312961338598	0.1	74262031.0
90	tt2328900	Mary Queen of Scots	63	60	Rated R for some violence and sexuality	Moderate	Moderate	Mild	Mild	Moderate	290	290	1114	571	828	1496	3436	8003	8315	4041	1231	1146	5.5125265525427976	6.455329251530676	7.364431749849667	0.01819758415165899	0.0	16468499.0
91	tt2334871	Snatched	45	45	Rated R for crude sexual content, brief nudity, and language throughout	Moderate	Mild	Moderate	Mild	Mild	156	156	6659	1808	2430	3780	5431	4742	2831	1418	522	1457	2.114214601769912	4.658718468053765	6.174926191480387	0.25323052872379603	0.3	45852178.0
92	tt2345759	The Mummy	54	34	Rated PG-13 for violence, action and scary images, and for some suggestive content and partial nudit	Mild	Moderate	Mild	Mild	Moderate	100	100	6543	5754	10164	17736	33721	41219	26301	9995	3462	6328	4.5032249933276	5.662388704238339	6.719773012432988	0.045917977791956686	0.1	80227895.0
93	tt2365580	Where'd You Go, Bernadette	65	51	Rated PG-13 for some strong language and drug material	Mild	Mild	Moderate	Moderate	Mild	329	329	153	72	115	216	552	1138	1495	909	362	373	5.709358523725835	6.798662207357857	7.827557755775577	0.0285186276627291	0.0	9198356.0
94	tt2368254	A Private War	67	75	Rated R for disturbing violent images, language throughout, and brief sexuality/nudity	Moderate	Moderate	Moderate	Moderate	Moderate	429	429	426	137	177	362	936	2589	4067	2401	816	773	5.9376207029741215	6.921686746987952	7.841107871720117	0.03396131076851599	0.0	1633208.0
95	tt2378507	The Glass Castle	71	56	Rated PG-13 for mature thematic content involving family dysfunction, and for some language and smok	Mild	Mild	Moderate	Moderate	Moderate	284	284	385	137	234	482	1275	3541	7918	6769	2654	2277	6.545971204849709	7.356529426622885	8.280322056433741	-0.06528921638563658	0.0	17273059.0
96	tt2380307	Coco	84	81	Rated PG for thematic elements	None	Mild	None	Mild	Mild	31	31	1920	563	713	1318	3687	12054	39875	84485	84500	80213	7.703610108303247	8.618923076923076	9.535916871330084	-0.0009173277210436742	0.0	209726015.0
97	tt2386490	How to Train Your Dragon: The Hidden World	75	71	Rated PG for adventure action and some mild rude humor	None	Mild	None	None	Mild	50	50	492	210	412	867	2721	8828	21917	22707	10487	11756	6.799733083907468	7.7092526533668035	8.704419757795366	-0.04496673187427822	0.0	160799505.0
